MS SubClass,MS Zoning,Lot Shape,Land Contour,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating QC,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Fence,Sale Type,SalePrice
80,RL,Reg,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,6,5,1960,1960,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,1138.0,Ex,1138,1138,1,TA,6,TA,Attchd,1960.0,RFn,2.0,480.0,TA,MnPrv,COD,148000
20,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,894.0,Gd,1074,1074,1,Gd,6,Gd,Detchd,1966.0,Unf,2.0,396.0,TA,GdWo,WD ,124000
120,RL,Reg,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,1561.0,Ex,1561,1561,2,Ex,6,Gd,Attchd,2005.0,Fin,2.0,556.0,TA,NA,WD ,277500
60,RL,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1995,1995,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,1342.0,Ex,1358,2726,2,Gd,9,Ex,Attchd,1995.0,RFn,3.0,725.0,TA,NA,WD ,350000
20,RL,IR1,HLS,CulDSac,StoneBr,Norm,1Fam,1Story,9,5,2004,2004,Hip,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1884.0,Ex,1884,1884,2,Ex,7,Gd,Attchd,2004.0,Fin,3.0,670.0,TA,NA,WD ,387000
30,RL,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,7,1920,2002,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,ALQ,Unf,528.0,Ex,605,605,1,TA,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,86000
20,RL,Reg,Lvl,Inside,Veenker,Norm,1Fam,1Story,8,9,1976,2007,Gable,VinylSd,VinylSd,None,Ex,Ex,CBlock,Gd,Ex,Mn,GLQ,Rec,1426.0,Ex,1671,1671,3,Ex,6,Gd,Attchd,1976.0,RFn,2.0,550.0,TA,GdWo,WD ,290000
30,C (all),Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,3,3,1900,1950,Mansard,AsbShng,AsbShng,None,TA,Fa,CBlock,Fa,TA,No,Unf,Unf,245.0,TA,797,797,1,TA,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,44000
60,RL,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,2Story,6,5,2001,2002,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Ex,TA,No,ALQ,Unf,804.0,Ex,804,1961,2,Gd,7,TA,BuiltIn,2001.0,Fin,2.0,560.0,TA,NA,WD ,215000
190,RL,IR1,Lvl,Corner,NWAmes,RRAn,2fmCon,1Story,5,6,1972,1972,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1153.0,Ex,1193,1193,2,TA,6,NA,Attchd,1972.0,Fin,2.0,501.0,TA,MnPrv,WD ,146500
160,FV,Reg,Lvl,FR2,Somerst,Norm,Twnhs,2Story,7,5,2000,2000,Gable,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,673.0,Ex,673,1382,2,Gd,6,NA,Detchd,2000.0,Unf,2.0,490.0,TA,NA,WD ,165000
50,RM,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,6,7,1916,1950,Gable,Stucco,Stucco,None,TA,Gd,BrkTil,TA,TA,No,Rec,LwQ,714.0,TA,1664,2526,2,Gd,10,Gd,Detchd,1916.0,Unf,1.0,216.0,TA,GdWo,CWD,136000
160,RL,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,764.0,Ex,764,1626,2,Gd,6,NA,BuiltIn,2003.0,RFn,2.0,474.0,TA,NA,WD ,175500
70,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,6,1939,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,690.0,TA,868,1558,1,TA,7,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,MnPrv,WD ,150000
20,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1960,1978,Hip,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,978.0,TA,1422,1422,1,TA,6,TA,Attchd,1960.0,RFn,1.0,286.0,TA,GdWo,WD ,139900
50,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,1078.0,TA,1128,1573,2,TA,8,Gd,Detchd,1930.0,Unf,2.0,360.0,TA,NA,WD ,162900
20,RL,Reg,Lvl,Corner,Sawyer,Norm,1Fam,1Story,2,2,1947,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,Fa,660,660,1,Fa,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,63900
20,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,5,1978,1998,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,TA,TA,No,ALQ,Unf,1140.0,Gd,1707,1707,2,TA,7,TA,Attchd,1978.0,Fin,2.0,479.0,TA,NA,WD ,184000
20,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,4,1959,1959,Gable,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1466.0,TA,1466,1466,1,Fa,6,Gd,Attchd,1959.0,Fin,2.0,528.0,TA,NA,WD ,149900
120,FV,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1614.0,Ex,1638,1638,2,Ex,5,TA,Attchd,2000.0,Fin,2.0,495.0,TA,NA,WD ,300000
190,RL,Reg,Lvl,Corner,ClearCr,Norm,1Fam,1Story,5,3,1960,1960,Flat,Plywood,Plywood,Stone,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,988.0,Gd,1721,1721,2,TA,7,TA,Basment,1960.0,Unf,2.0,626.0,TA,NA,WD ,145000
60,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,928.0,Ex,928,1764,2,Gd,7,NA,Attchd,1997.0,RFn,2.0,470.0,TA,MnPrv,WD ,231500
30,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,6,1940,1969,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,996.0,Ex,996,996,1,TA,6,Gd,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,108000
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Gable,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,1202.0,TA,1202,1202,1,TA,6,NA,Attchd,1956.0,RFn,1.0,304.0,TA,GdWo,COD,120000
20,RL,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1961,1961,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,988.0,TA,988,988,1,TA,5,NA,Detchd,1963.0,Unf,2.0,572.0,TA,NA,WD ,128500
30,RM,Reg,Lvl,Inside,OldTown,Artery,1Fam,1Story,5,6,1927,1950,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,1008.0,Gd,1028,1028,1,TA,5,Gd,Detchd,1927.0,Unf,2.0,360.0,TA,NA,WD ,115000
50,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,720.0,TA,720,1284,1,TA,5,NA,Detchd,1948.0,Unf,1.0,240.0,TA,MnWw,WD ,110000
60,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Gd,Av,Unf,Unf,707.0,Ex,707,1414,2,Gd,6,Gd,Attchd,2004.0,Fin,2.0,403.0,TA,NA,WD ,178000
70,RL,IR1,HLS,Inside,Crawfor,Norm,1Fam,2Story,7,7,1932,1990,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,637.0,Ex,959,1609,1,Gd,8,Gd,2Types,1963.0,Unf,3.0,579.0,TA,GdWo,WD ,199500
60,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1997,1998,Gable,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,GLQ,Unf,813.0,Ex,813,1525,2,TA,6,TA,Attchd,1997.0,Fin,2.0,400.0,TA,NA,WD ,183500
80,RM,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,SLvl,5,5,1967,1967,Hip,HdBoard,Plywood,None,Fa,TA,CBlock,Gd,TA,Mn,Rec,Unf,624.0,Ex,1092,1656,1,TA,7,Po,Attchd,1967.0,Unf,1.0,288.0,TA,MnPrv,WD ,126000
120,RL,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,1Story,7,6,1977,1977,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1055.0,Fa,1055,1055,2,TA,4,NA,Attchd,1977.0,Unf,2.0,440.0,TA,NA,WD ,148500
60,RL,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,7,1939,2006,Gable,VinylSd,VinylSd,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,676.0,Ex,676,1352,2,Gd,7,NA,Detchd,1939.0,Unf,2.0,720.0,TA,NA,WD ,149000
160,RL,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6,5,1977,1977,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,855.0,TA,855,1456,2,TA,6,TA,Attchd,1977.0,Unf,2.0,440.0,TA,NA,WD ,137900
120,RL,IR1,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1719.0,Ex,1719,1719,1,Gd,6,Gd,Attchd,1993.0,Fin,2.0,473.0,TA,NA,Con,324000
30,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,6,1925,1950,Gable,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,864.0,TA,864,864,1,TA,5,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,98000
160,RM,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,Unf,483.0,TA,483,987,1,TA,5,NA,Detchd,1973.0,Unf,1.0,264.0,TA,NA,WD ,103400
50,RL,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1.5Fin,5,8,1875,1996,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,780.0,Gd,780,1020,1,TA,6,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,94000
120,RL,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,1554.0,Ex,1554,1554,2,Gd,6,Gd,Attchd,2006.0,RFn,2.0,627.0,TA,NA,WD ,209500
70,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,6,8,1912,2009,Gable,Wd Sdng,Wd Sdng,None,Gd,Gd,PConc,TA,TA,No,Unf,Unf,780.0,Ex,780,1560,1,Gd,7,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,159900
20,RL,Reg,Lvl,Corner,Gilbert,Norm,1Fam,1Story,4,5,1951,1951,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,864.0,Ex,864,864,1,TA,4,NA,Detchd,1951.0,Unf,2.0,400.0,TA,NA,WD ,141000
60,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,982.0,Ex,1008,1889,2,TA,9,TA,Attchd,2000.0,Fin,2.0,431.0,TA,NA,WD ,215000
20,RL,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,8,1962,2010,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,1040.0,Ex,1040,1040,1,TA,6,NA,Detchd,1962.0,Unf,1.0,260.0,TA,NA,WD ,127000
20,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,7,1954,1998,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,1172.0,TA,1172,1172,1,TA,5,NA,Attchd,1954.0,Fin,1.0,366.0,TA,NA,WD ,128000
50,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,LwQ,Unf,884.0,TA,959,1367,1,TA,6,Gd,Detchd,1978.0,Unf,1.0,560.0,TA,NA,WD ,127500
85,RL,Reg,Lvl,Corner,Edwards,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,Slab,NA,NA,NA,NA,NA,0.0,Ex,495,1922,3,Gd,7,Ex,BuiltIn,2003.0,RFn,2.0,672.0,TA,NA,ConLD,198500
20,RL,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,6,1981,1981,Gable,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,GLQ,LwQ,1422.0,TA,1422,1422,2,Gd,7,TA,Attchd,1981.0,Fin,2.0,576.0,TA,GdPrv,WD ,175500
60,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,985.0,Ex,985,1842,2,Gd,7,TA,Attchd,2000.0,Fin,2.0,486.0,TA,NA,WD ,217500
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1966,2004,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,TA,TA,No,BLQ,Unf,864.0,Ex,1120,1120,1,TA,5,TA,Attchd,1966.0,RFn,2.0,656.0,TA,NA,WD ,148800
20,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,3,1957,1957,Hip,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,ALQ,Rec,1478.0,Gd,1478,1478,1,TA,6,Gd,Attchd,1957.0,RFn,2.0,442.0,TA,NA,WD ,156500
60,RL,Reg,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,5,1995,1996,Gable,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,Gd,Av,GLQ,Unf,930.0,Ex,950,1995,2,Gd,8,TA,Attchd,1995.0,RFn,2.0,610.0,TA,NA,WD ,237000
20,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1958,1985,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,912.0,Fa,912,912,1,TA,5,NA,Attchd,1958.0,Fin,1.0,297.0,TA,MnWw,WD ,120000
120,RL,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1987,1987,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,1191.0,TA,1204,1204,2,TA,5,NA,Attchd,1987.0,RFn,2.0,461.0,TA,NA,WD ,130000
60,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,6,1964,1964,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Gd,GLQ,LwQ,780.0,TA,798,1611,1,TA,7,NA,Attchd,1964.0,RFn,2.0,442.0,TA,NA,WD ,167900
190,RL,Reg,Lvl,Inside,BrkSide,RRAn,2fmCon,1Story,4,5,1970,1970,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,960.0,TA,960,960,1,TA,6,NA,Detchd,1970.0,Unf,2.0,576.0,TA,NA,WD ,129000
20,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1957,1996,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1070.0,TA,1236,1236,1,Gd,6,Fa,Attchd,1957.0,Unf,1.0,447.0,TA,MnPrv,WD ,134450
30,RL,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,7,1918,2007,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,816.0,Ex,1416,1416,2,Gd,7,NA,Attchd,2007.0,Unf,2.0,576.0,TA,NA,WD ,112000
60,RL,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1988,1988,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,LwQ,929.0,Ex,946,1873,2,Gd,7,TA,Attchd,1988.0,RFn,2.0,619.0,TA,GdPrv,WD ,207000
90,RM,Reg,Bnk,Inside,OldTown,Norm,Duplex,2Story,5,1,1922,1950,Hip,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,1040.0,TA,1088,2128,2,TA,11,NA,NA,1978.7077955601446,NA,0.0,0.0,NA,NA,WD ,62500
160,RL,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2004,Gable,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,764.0,Ex,764,1626,2,Gd,6,NA,BuiltIn,2003.0,RFn,2.0,474.0,TA,NA,WD ,154000
20,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1957,1957,Gable,WdShing,Wd Shng,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,816.0,TA,816,816,1,TA,5,NA,Detchd,1957.0,Unf,1.0,308.0,TA,NA,WD ,129900
160,RM,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,No,Rec,BLQ,536.0,TA,536,1112,1,TA,4,NA,Attchd,1976.0,Unf,1.0,336.0,TA,NA,WD ,85000
50,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,572.0,TA,572,1111,1,TA,5,Gd,Detchd,1982.0,Unf,1.0,288.0,TA,NA,WD ,116900
160,RL,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6,6,1978,1978,Gable,Plywood,Brk Cmn,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,855.0,TA,855,1441,2,TA,7,TA,Attchd,1978.0,Unf,2.0,440.0,TA,NA,WD ,148500
190,RL,Reg,Lvl,Inside,Edwards,Norm,2fmCon,1.5Fin,4,4,1941,1950,Gable,MetalSd,MetalSd,None,TA,Fa,BrkTil,Gd,TA,No,BLQ,Unf,672.0,Fa,672,924,1,Fa,5,NA,Detchd,1941.0,Unf,1.0,280.0,TA,MnPrv,WD ,80000
20,RL,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,6,1954,1954,Gable,VinylSd,VinylSd,None,TA,Gd,CBlock,Fa,TA,No,Unf,Unf,381.0,Ex,992,992,1,TA,6,NA,Detchd,1954.0,Unf,1.0,319.0,TA,MnPrv,Oth,155891
50,RL,Reg,Bnk,Inside,BrkSide,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,Wd Sdng,Wd Shng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,768.0,Ex,752,1376,1,Gd,7,NA,Detchd,1977.0,Unf,2.0,576.0,TA,NA,WD ,165000
20,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2009,2010,Hip,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1218.0,Ex,1218,1218,2,Gd,4,NA,Attchd,2009.0,RFn,2.0,676.0,TA,NA,New,204500
70,RL,Reg,Lvl,Inside,NAmes,Artery,1Fam,2Story,5,7,1942,1995,Gable,MetalSd,MetalSd,Stone,TA,TA,CBlock,TA,TA,No,LwQ,Unf,728.0,Ex,888,1644,1,Gd,7,Gd,Attchd,1942.0,Unf,1.0,312.0,TA,NA,WD ,146500
20,RL,IR1,Lvl,Inside,NWAmes,RRAn,1Fam,1Story,7,5,1978,1978,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1271.0,TA,1601,1601,2,TA,7,TA,Attchd,1978.0,RFn,2.0,478.0,TA,NA,COD,157000
70,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,7,1890,1999,Gable,Wd Sdng,Wd Shng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,1313.0,Gd,1313,2495,2,TA,10,Gd,Detchd,1950.0,Unf,2.0,342.0,TA,NA,WD ,184000
60,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2002,2003,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,783.0,Ex,807,1509,2,Gd,7,Gd,Attchd,2002.0,Fin,2.0,393.0,TA,NA,WD ,183200
20,RL,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,1092.0,TA,1092,1092,1,TA,6,Po,Attchd,1962.0,Unf,1.0,288.0,TA,NA,WD ,139000
60,RL,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1993,1994,Hip,Wd Sdng,ImStucc,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1311.0,Ex,1325,2418,2,Gd,9,TA,Attchd,1993.0,RFn,3.0,983.0,TA,NA,WD ,341000
160,RM,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,483.0,TA,483,987,1,TA,5,NA,Detchd,1971.0,Unf,1.0,264.0,TA,NA,COD,96000
20,RM,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,4,5,2003,2004,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,1121.0,Ex,1121,1121,2,TA,5,NA,Attchd,2003.0,RFn,2.0,440.0,TA,NA,WD ,140000
20,RM,Reg,Lvl,Inside,OldTown,Artery,1Fam,1Story,6,7,1957,1996,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,912.0,TA,1236,1236,1,TA,6,NA,Attchd,1957.0,Unf,2.0,923.0,TA,MnPrv,WD ,149700
20,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,1056.0,Ex,1074,1074,1,TA,6,NA,Attchd,1975.0,RFn,2.0,495.0,TA,MnPrv,WD ,153500
20,A (agr),Reg,Low,Inside,IDOTRR,Norm,1Fam,1Story,1,5,1952,1952,Gable,AsbShng,VinylSd,None,Fa,Po,Slab,NA,NA,NA,NA,NA,0.0,Po,733,733,1,Fa,4,NA,Attchd,1952.0,Unf,2.0,487.0,Fa,NA,WD ,13100
60,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,884.0,Ex,884,1768,2,Gd,8,NA,Attchd,2003.0,RFn,2.0,543.0,TA,NA,WD ,224900
20,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1257.0,Ex,1266,1266,2,Gd,6,TA,Attchd,2005.0,Unf,2.0,453.0,TA,NA,WD ,176000
50,RL,Reg,Lvl,Inside,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1683.0,Ex,2129,2872,2,Gd,9,TA,Attchd,1992.0,Fin,2.0,541.0,TA,NA,WD ,285000
20,RL,IR1,Lvl,CulDSac,Somerst,RRAn,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1485.0,Ex,1464,1464,2,Gd,6,NA,Attchd,2007.0,Unf,3.0,754.0,TA,NA,WD ,282922
60,RL,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,7,6,1966,1966,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,924.0,Ex,1216,2157,2,Gd,8,Gd,Attchd,1966.0,Fin,2.0,487.0,TA,GdPrv,WD ,226000
60,RL,IR1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,Gd,No,Unf,Unf,1234.0,Ex,1264,2576,2,Ex,10,Gd,BuiltIn,2006.0,Fin,3.0,666.0,TA,NA,New,361919
60,RL,IR1,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,9,5,2005,2006,Hip,VinylSd,VinylSd,BrkFace,Gd,Ex,PConc,Ex,TA,Gd,GLQ,Unf,1398.0,Ex,1414,2798,3,Ex,11,Gd,BuiltIn,2005.0,Fin,3.0,670.0,TA,NA,New,457347
20,RL,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1Story,6,5,1977,1977,Gable,Plywood,ImStucc,None,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,1567.0,TA,1567,1567,2,Gd,5,TA,Attchd,1977.0,RFn,2.0,714.0,TA,NA,WD ,196000
